Processor(_Total) DPC Rate,Processor(_Total) pct_ Idle Time,Processor(_Total) pct_ C3 Time,Processor(_Total) pct_ Interrupt Time,Processor(_Total) pct_ C2 Time,Processor(_Total) pct_ User Time,Processor(_Total) pct_ C1 Time,Processor(_Total) pct_ Processor Time,Processor(_Total) C1 Transitions sec,Processor(_Total) pct_ DPC Time,Processor(_Total) C2 Transitions sec,Processor(_Total) pct_ Privileged Time,Processor(_Total) C3 Transitions sec,Processor(_Total) DPCs Queued sec,Processor(_Total) Interrupts sec,Process(_Total) Pool Paged Bytes,Process(_Total) IO Read Operations sec,Process(_Total) Working Set - Private,Process(_Total) Working Set Peak,Process(_Total) IO Write Operations sec,Process(_Total) Page File Bytes,Process(_Total) pct_ User Time,Process(_Total) Virtual Bytes Peak,Process(_Total) Page File Bytes Peak,Process(_Total) IO Other Bytes sec,Process(_Total) Private Bytes,Process(_Total) IO Write Bytes sec,Process(_Total) Elapsed Time,Process(_Total) Virtual Bytes,Process(_Total) pct_ Processor Time,Process(_Total) Creating Process ID,Process(_Total) Pool Nonpaged Bytes,Process(_Total) Working Set,Process(_Total) Page Faults sec,Process(_Total) ID Process,Process(_Total) IO Other Operations sec,Process(_Total) IO Data Operations sec,Process(_Total) Thread Count,Process(_Total) pct_ Privileged Time,Process(_Total) IO Data Bytes sec,Process(_Total) IO Read Bytes sec,Process(_Total) Priority Base,Process(_Total) Handle Count,Network_I(6TO4 Adapter) Packets Received Unknown,Network_I(isatap{B4D100D3-}) Packets Received Unknown,Network_I(Intel R _Pro_1000MT) Packets Received Unknown,Network_I(6TO4 Adapter) Bytes Received sec,Network_I(isatap{B4D100D3-}) Bytes Received sec,Network_I(Intel R _Pro_1000MT) Bytes Received sec,Network_I(6TO4 Adapter) Bytes Sent sec,Network_I(isatap{B4D100D3-}) Bytes Sent sec,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,Network_I(6TO4 Adapter) Packets Outbound Errors,Network_I(isatap{B4D100D3-}) Packets Outbound Errors,Network_I(Intel R _Pro_1000MT) Packets Outbound Errors,Network_I(6TO4 Adapter) Packets Received Discarded,Network_I(isatap{B4D100D3-}) Packets Received Discarded,Network_I(Intel R _Pro_1000MT) Packets Received Discarded,Network_I(6TO4 Adapter) Bytes Total sec,Network_I(isatap{B4D100D3-}) Bytes Total sec,Network_I(Intel R _Pro_1000MT) Bytes Total sec,Network_I(6TO4 Adapter) Packets Outbound Discarded,Network_I(isatap{B4D100D3-}) Packets Outbound Discarded,Network_I(Intel R _Pro_1000MT) Packets Outbound Discarded,Network_I(6TO4 Adapter) Packets Sent Unicast sec,Network_I(isatap{B4D100D3-}) Packets Sent Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Sent Unicast sec,Network_I(6TO4 Adapter) Output Queue Length,Network_I(isatap{B4D100D3-}) Output Queue Length,Network_I(Intel R _Pro_1000MT) Output Queue Length,Network_I(6TO4 Adapter) Packets Received sec,Network_I(isatap{B4D100D3-}) Packets Received sec,Network_I(Intel R _Pro_1000MT) Packets Received sec,Network_I(6TO4 Adapter) Current Bandwidth,Network_I(isatap{B4D100D3-}) Current Bandwidth,Network_I(Intel R _Pro_1000MT) Current Bandwidth,Network_I(6TO4 Adapter) Packets sec,Network_I(isatap{B4D100D3-}) Packets sec,Network_I(Intel R _Pro_1000MT) Packets sec,Network_I(6TO4 Adapter) Packets Sent sec,Network_I(isatap{B4D100D3-}) Packets Sent sec,Network_I(Intel R _Pro_1000MT) Packets Sent sec,Network_I(6TO4 Adapter) Packets Received Unicast sec,Network_I(isatap{B4D100D3-}) Packets Received Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Received Unicast sec,Network_I(6TO4 Adapter) Packets Sent Non-Unicast sec,Network_I(isatap{B4D100D3-}) Packets Sent Non-Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Sent Non-Unicast sec,Network_I(6TO4 Adapter) Packets Received Non-Unicast sec,Network_I(isatap{B4D100D3-}) Packets Received Non-Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Received Non-Unicast sec,Network_I(6TO4 Adapter) Offloaded Connections,Network_I(isatap{B4D100D3-}) Offloaded Connections,Network_I(Intel R _Pro_1000MT) Offloaded Connections,Network_I(6TO4 Adapter) Packets Received Errors,Network_I(isatap{B4D100D3-}) Packets Received Errors,Network_I(Intel R _Pro_1000MT) Packets Received Errors,Memory Pool Paged Bytes,Memory Free & Zero Page List Bytes,Memory Cache Bytes Peak,Memory System Code Resident Bytes,Memory Available Bytes,Memory Commit Limit,Memory Transition Pages RePurposed sec,Memory Pages Output sec,Memory Page Reads sec,Memory Demand Zero Faults sec,Memory Available KBytes,Memory Pages sec,Memory Cache Bytes,Memory Pool Nonpaged Bytes,Memory Page Faults sec,Memory Transition Faults sec,Memory System Cache Resident Bytes,Memory Standby Cache Reserve Bytes,Memory Page Writes sec,Memory System Code Total Bytes,Memory Standby Cache Core Bytes,Memory System Driver Resident Bytes,Memory Standby Cache Normal Priority Bytes,Memory Pool Paged Allocs,Memory Pool Nonpaged Allocs,Memory pct_ Committed Bytes In Use,Memory Free System Page Table Entries,Memory Available MBytes,Memory Modified Page List Bytes,Memory Cache Faults sec,Memory Committed Bytes,Memory System Driver Total Bytes,Memory Pages Input sec,Memory Pool Paged Resident Bytes,Memory Write Copies sec,label,type
0,99.89583333,0,0,0,0.104166667,99.25334267,0.104166667,67.73035771,0,0,0,0,9.332923307,71.26353582,5582736,7.666329859,255975424,1011580928,1.133283544,586215424,0.104166667,4557234176,785637376,1715.657959,586215424,5707.615912,0,3732312064,100,0,795016,606531584,31.39862055,0,71.73018199,8.799613404,489,99.89583333,6331.655163,624.0392505,0,12369,0,0,0,0,0,307.9198054,0,0,49.86447595,0,0,0,0,0,0,0,0,357.7842813,0,0,0,0,0,0.466646165,0,0,0,0,0,2.666549516,100000,100000,1000000000,0,0,3.133195682,0,0,0.466646165,0,0,2.666549516,0,0,0,0,0,0,0,0,0,0,0,0,91688960,5763072,28532736,1413120,464621568,2146951168,0,0,0.866628593,28.86539851,453732,2.466558303,14954496,51425280,90.26270113,61.33063887,14954496,255315968,0,7155712,71692288,3493888,131850240,66284,52620,42.48680741,33557962,443,26427392,1.466602234,912171008,5849088,2.466558303,44736512,4.599797916,0,normal
1,83.45473465,0,0.104058273,0,14.36004162,79.91675338,16.54526535,117.4146647,0.104058273,0,2.185223725,0,72.19370194,153.9777111,8699184,9.989903404,972226560,2867916800,9.457108556,2012336128,14.36004162,8778219520,2340130816,3158.940655,2012336128,7094.429802,0,7539437568,99.79188345,0,1129448,1030496256,162.4358294,0,102.0968128,19.44701196,601,85.43184183,9838.190071,2743.76027,0,14584,0,0,0,0,0,2599.173068,0,0,122.2764177,0,0,0,0,0,0,0,0,2721.449485,0,0,0,0,0,2.264378105,0,0,0,0,0,5.261349126,100000,100000,1000000000,0,0,7.525727231,0,0,2.264378105,0,0,5.261349126,0,0,0,0,0,0,0,0,0,0,0,0,96591872,0,25575424,716800,106377216,2856091648,118.4802544,0,64.86777277,95.37027783,103884,82.71640019,376832,59052032,173.8909186,14.3854609,376832,0,0,7155712,64458752,1245184,41918464,61470,59178,87.86699327,33557321,101,61440,0.399596136,2509561856,5849088,82.71640019,9711616,0,1,ddos
77,66.35416667,0,0.416666667,0,4.895833333,60,33.64583333,3514.00581,0.520833333,0,28.75,0,3564.872561,4967.141546,7829544,7.800012896,750166016,2053050368,11.33335207,2094710784,4.895833333,8066973696,2746802176,4670.541055,2094710784,16007.7598,0,6784040960,99.0625,0,1048712,806191104,4291.540429,0,184.8003055,19.13336497,554,94.16666667,30846.31767,14838.55787,0,13755,0,0,0,0,0,280.1337965,0,0,83.066804,0,0,0,0,0,0,0,0,363.2006005,0,0,0,0,0,1.266668761,0,0,0,0,0,3.600005952,100000,100000,1000000000,0,0,4.866674713,0,0,1.266668761,0,0,3.600005952,0,0,0,0,0,0,0,0,0,0,0,0,93216768,0,61227008,798720,32243712,2918703104,5234.275321,4964.741542,2812.071316,347.0672405,31488,10952.61811,479232,79347712,4420.740642,1262.468754,479232,0,970.8682718,7155712,270336,1413120,31973376,59155,58095,84.48062938,33562140,30,65536,0.533334215,2465738752,5849088,5987.876567,11337728,0,0,normal
88,63.75,0,0.208333333,0,2.083333333,60,36.25,3133.534608,0,0,34.16666667,0,3427.468061,5232.802128,7396488,124.0000504,796008448,1982865408,128.2667188,2192236544,2.083333333,7652204544,2544398336,3485.734751,2192236544,32063.74637,0,6600040448,99.79166667,0,1291144,854970368,5234.202129,0,112.5333791,252.2667693,541,97.70833333,62959.89227,30896.1459,0,13076,0,0,0,0,0,2813.267811,0,0,161.8667325,0,0,0,0,0,0,0,0,2975.134543,0,0,0,0,0,2.933334526,0,0,0,0,0,4.93333534,100000,100000,1000000000,0,0,7.866669866,0,0,2.933334526,0,0,4.93333534,0,0,0,0,0,0,0,0,0,0,0,0,90935296,0,61227008,729088,593920,2851594240,7944.469897,8292.270039,2928.401191,503.6668715,580,17429.80709,385024,53006336,5466.06889,2078.734179,385024,0,1109.467118,7155712,290816,1507328,303104,58472,50707,88.98045074,33560929,0,69632,2.866667832,2537361408,5849088,9137.537049,12701696,0,0,normal
8,78.4375,0,0.208333333,0,1.041666667,80,21.5625,2913.461636,0.625,0,20.52083333,0,2710.328653,3924.65989,7984424,2.13332965,803778560,2011340800,1.533330686,2012647424,1.041666667,8067678208,2634498048,6965.45464,2012647424,788.9319711,0,6762676224,99.16666667,0,1154304,855334912,4246.192668,0,358.2660481,3.666660336,551,98.125,1028.398224,239.4662532,0,13700,0,0,0,0,0,185.1996802,0,0,82.39985772,0,0,0,0,0,0,0,0,267.5995379,0,0,0,0,0,1.199997928,0,0,0,0,0,2.399995856,100000,100000,1000000000,0,0,3.599993784,0,0,1.199997928,0,0,2.399995856,0,0,0,0,0,0,0,0,0,0,0,0,91009024,0,61227008,716800,5296128,2918703104,4898.658208,4030.926373,2173.062915,409.7992924,5172,10498.24854,536576,52617216,4387.392424,1806.396881,536576,0,569.8656827,7155712,245760,1277952,5050368,58620,51477,80.91089487,33562140,5,606208,0.399999309,2361548800,5849088,6467.322166,11898880,0,0,normal
52,70.0045573,0,0.104173448,0,8.542222765,73.33810764,29.9954427,2282.46448,0.416693793,0,21.45973036,0,2114.049884,3379.826252,7994576,30.20261756,741269504,2072031232,48.40419503,1894019072,8.542222765,8084492288,2307764224,6259.409149,1894019072,43040.86354,0,6900191232,99.48564318,0,1047312,801656832,4631.668078,0,305.9598499,78.60681259,544,90.94342042,80205.55115,37164.68761,0,13979,0,0,0,0,0,28674.95183,0,0,331.162034,0,0,0,0,0,0,0,0,29006.11386,0,0,0,0,0,5.467140486,0,0,0,0,0,21.40185483,100000,100000,1000000000,0,0,26.86899531,0,0,5.467140486,0,0,21.40185483,0,0,0,0,0,0,0,0,0,0,0,0,97320960,1003520,80883712,827392,12931072,2567745536,4289.438418,6397.354437,1692.746705,568.3825932,12628,11322.91465,540672,57040896,4754.478721,2501.750152,540672,0,527.8457466,7155712,53248,1380352,11874304,62054,53462,87.77267499,33563833,12,49152,1.000086674,2253778944,5849088,4925.560215,12738560,0,0,normal
0,93.125,0,0,0,4.895833333,90,6.875,656.8513927,0,0,1.979166667,0,19.53287913,628.2520577,10128544,9.399781424,1361842176,2420146176,6.199855833,1883987968,9.791666667,9086869504,2168541184,6352.385619,1883987968,11650.52909,0,7904985088,200,0,1316896,1689956352,693.5172067,0,277.1935543,15.59963726,630,190.2083333,20798.58303,9148.053944,0,16501,0,0,0,0,0,2952.998,0,0,421.4568664,0,0,0,0,0,0,0,0,3374.454866,0,0,0,0,0,6.99983723,0,0,0,0,0,10.06643259,100000,100000,1000000000,0,0,17.06626982,0,0,6.99983723,0,0,10.06643259,0,0,0,0,0,0,0,0,0,0,0,0,109760512,1011712,139370496,49152,722288640,6070345728,541.7207365,0,2.066618611,742.2494069,705360,2.066618611,27230208,71536640,846.5803142,100.3310003,27230208,372736000,0,4370432,97452032,3731456,251088896,86800,91685,47.08836195,33556544,688,8404992,4.999883736,2858426368,5849088,2.066618611,53235712,7.733153512,1,backdoor
7,76.98213091,0,0.105890139,0,1.482461943,74.54665772,23.01786909,2879.912267,0.953011249,0,21.49569818,0,2624.072176,3749.700803,8176584,0.745494304,803680256,2027819008,0.745494304,2053251072,1.482461943,8235945984,2687488000,15217.50413,2053251072,709.2361716,0,6932504576,98.90138964,0,1083368,857374720,3994.290706,0,733.8374836,1.490988607,571,97.4189277,5247.398859,4538.162687,0,14121,0,0,0,0,0,201.4867786,0,0,96.23653737,0,0,0,0,0,0,0,0,297.723316,0,0,0,0,0,1.355444188,0,0,0,0,0,2.168710701,100000,100000,1000000000,0,0,3.52415489,0,0,1.355444188,0,0,2.168710701,0,0,0,0,0,0,0,0,0,0,0,0,92807168,0,61227008,892928,1044480,2918703104,3890.73477,3253.811546,2420.416687,405.0744957,1020,8137.748046,491520,52473856,4187.373731,1364.864525,491520,12288,230.5610564,7155712,409600,1449984,622592,59412,52320,82.53065647,33562140,0,172032,1.558760817,2408824832,5849088,4883.936499,15261696,0,0,normal
57,74.26599812,0,0,0,1.666558163,66.6623265,25.73400188,3668.536162,0.312479655,0,24.06093347,0,3614.739053,4892.537042,7981208,2.266544847,802975744,2014982144,1.666577094,2068275200,1.666558163,8122724352,2694234112,14606.41495,2068275200,5161.055944,0,6835654656,99.6810101,0,1064992,854257664,3843.993398,0,720.4279461,3.933121941,560,98.01445194,5401.776339,240.7203954,0,13809,0,0,0,0,0,61.46336322,0,0,61.99666789,0,0,0,0,0,0,0,0,123.4600311,0,0,0,0,0,0.866620089,0,0,0,0,0,0.799957005,100000,100000,1000000000,0,0,1.666577094,0,0,0.866620089,0,0,0.799957005,0,0,0,0,0,0,0,0,0,0,0,0,92721152,0,61227008,704512,5472256,2918703104,5324.18051,5869.484535,2674.389594,588.0350617,5344,12583.52368,327680,57028608,4016.050817,755.6927174,327680,0,1013.012221,7155712,143360,1445888,5328896,59255,52959,82.82550304,33562140,5,40960,0.53330467,2417430528,5849088,6714.039143,11399168,0,0,normal
1,78.54166667,0,0.104166667,0,1.041666667,80,21.45833333,2209.628219,0.104166667,0,20.41666667,0,1936.966297,3053.880196,8048832,0.533324053,759037952,2072031232,0.666655067,1975595008,1.041666667,8120041472,2309701632,4562.720609,1975595008,812.585861,0,7014891520,99.79166667,0,1355144,813060096,3758.667933,0,227.7293708,1.19997912,549,98.75,906.4508944,93.86503342,0,14038,0,0,0,0,0,156.8639372,0,0,14.9330735,0,0,0,0,0,0,0,0,171.7970107,0,0,0,0,0,0.266662027,0,0,0,0,0,1.999965201,100000,100000,1000000000,0,0,2.266627227,0,0,0.266662027,0,0,1.999965201,0,0,0,0,0,0,0,0,0,0,0,0,97320960,0,80883712,716800,1028096,2567745536,4335.791224,984.5162028,1857.967671,761.1867554,1004,6024.361843,368640,57495552,3905.798706,1287.844258,368640,0,86.66515869,7155712,581632,1355776,446464,61793,53556,90.9531322,33563833,0,118784,0.79998608,2335444992,5849088,5039.84564,12161024,0,0,normal
29,71.36345866,0,0,0,3.22958718,73.34288307,28.63654134,3053.244227,0,0,25.41997652,0,3205.266345,4695.749867,7827128,12.46848075,721358848,2054631424,9.134662366,1903869952,3.22958718,7961366528,2266394624,10880.71641,1903869952,7309.196773,0,6823723008,100.0130224,0,1035904,784015360,7397.676313,0,523.0094277,21.60314311,545,96.78343518,13321.27149,6012.074717,0,13848,0,0,0,0,0,2688.057761,0,0,184.093451,0,0,0,0,0,0,0,0,2872.151212,0,0,0,0,0,3.200465646,0,0,0,0,0,5.600814881,100000,100000,1000000000,0,0,8.801280528,0,0,3.200465646,0,0,5.600814881,0,0,0,0,0,0,0,0,0,0,0,0,97939456,0,80883712,753664,28663808,2517131264,9528.586346,2994.43567,3129.788697,903.0647232,27992,14263.34189,528384,56655872,7544.56435,3562.38497,528384,0,440.1307027,7155712,20058112,1548288,8605696,62289,53376,89.9146345,33563833,27,1712128,5.334109411,2263269376,5849088,11268.90622,12013568,0,0,normal
115,68.33333333,0,0.104166667,0,1.458333333,73.33333333,31.66666667,3716.581352,0.208333333,0,30.20833333,0,3740.514994,5110.332692,7974096,2.400031008,753549312,2064670720,1.800023256,2157527040,1.458333333,8153296896,2758017024,10285.46622,2157527040,5739.140816,0,6907064320,99.6875,0,1083448,808259584,3915.11725,0,478.5395161,4.200054265,564,98.22916667,5981.077276,241.9364592,0,14159,0,0,0,0,0,208.6693627,0,0,136.9351025,0,0,0,0,0,0,0,0,345.6044652,0,0,0,0,0,1.400018088,0,0,0,0,0,1.400018088,100000,100000,1000000000,0,0,2.800036176,0,0,1.400018088,0,0,1.400018088,0,0,0,0,0,0,0,0,0,0,0,0,92983296,0,61227008,811008,28880896,2918703104,5229.800902,4730.727788,2686.634711,535.4069175,28204,11108.27685,520192,79380480,4051.85235,832.0107496,520192,0,1179.615241,7155712,565248,1531904,28315648,59385,58573,86.6594908,33562140,27,28672,0.600007752,2529333248,5849088,6377.549065,12914688,0,0,normal
0,99.89583333,0,0,0,0,100,0.104166667,67.32714911,0,0,0.104166667,0,3.666329902,69.86024977,5046856, ,196747264,932556800,0.266642175,533815296, ,4204965888,761057280,635.1416601,533815296,319.1706831,0,3401543680,99.6875,0,717040,475672576, ,0, , ,439,99.89583333, , ,0,11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98639872,54067200,61227008,2408448,559276032,2146951168,0,0,0.066660544,15.73188831,546168,0.066660544,14495744,51617792,28.19740997,10.79900808,14495744,412413952,0,7155712,61358080,3629056,31436800,78281,57996,39.43753601,33557927,533,34451456,1.99981631,846704640,5849088,0.066660544,33038336,0.133321087,0,normal
7,41.66666667,0,0.729166667,0,19.0625,40,58.33333333,1221.884637,0.625,0,39.27083333,0,1758.845008,2580.007978,8700208,9.726577447,933486592,2902380544,9.126993906,2206773248,19.0625,8985223168,2553946112,6656.576475,2206773248,3794.36451,0,7740403712,98.64583333,0,1151472,990326784,2440.704735,0,344.2275731,18.85357135,602,79.58333333,7608.648518,3814.284008,0,14632,0,0,0,0,0,2543.10028,0,0,115.1200399,0,0,0,0,0,0,0,0,2658.22032,0,0,0,0,0,2.131852591,0,0,0,0,0,4.996529511,100000,100000,1000000000,0,0,7.128382102,0,0,2.131852591,0,0,4.996529511,0,0,0,0,0,0,0,0,0,0,0,0,96555008,0,25575424,770048,133644288,3409739776,3068.068981,1856.577125,1297.365543,463.8111794,130512,5979.913139,184320,59113472,2502.128738,741.1518774,184320,0,618.9700758,7155712,64282624,1236992,69361664,61518,59449,79.31193961,33557321,127,8232960,0.399722361,2704330752,5849088,4123.336013,13434880,0,1,ddos
0,99.27083333,0,0,0,0.208333333,93.33333333,0.729166667,66.53309559,0.104166667,0,0.520833333,0,4.133318564,71.46641129,10213960,2.399991424,132714496,2438959104,1.666660711,826556416,0.208333333,11224834048,1152872448,3550.653979,826556416,173.7327125,0,7322333184,99.89583333,0,1076488,226295808,23.99991424,0,109.6662748,4.066652135,641,99.6875,361.3320422,187.5993296,0,15223,0,0,0,0,0,101.0663055,0,0,49.46648991,0,0,0,0,0,0,0,0,150.5327954,0,0,0,0,0,0.799997141,0,0,0,0,0,1.466661426,100000,100000,1000000000,0,0,2.266658567,0,0,0.799997141,0,0,1.466661426,0,0,0,0,0,0,0,0,0,0,0,0,95125504,10170368,52883456,1589248,223592448,5205671936,0,0,0.466664999,16.93327283,218352,1.26666214,3301376,60936192,29.46656137,12.93328712,3301376,8192,0,7155712,143802368,1699840,69611520,69446,84635,39.53077937,33557684,213,90112,0,2057842688,5849088,1.26666214,22372352,0,1,password
84,75.20833333,0,0.104166667,0,1.770833333,73.33333333,24.79166667,3045.390174,0.833333333,0,23.02083333,0,2868.65741,4089.453471,8301672,4.533318706,755625984,2026237952,1.73332774,2008444928,1.770833333,8283799552,2664714240,6054.913796,2008444928,7775.441578,0,6958170112,98.64583333,0,1240920,820023296,4157.319919,0,316.0656468,6.266646446,586,96.875,8063.173983,287.7324049,0,14242,0,0,0,0,0,164.3994695,0,0,103.0663341,0,0,0,0,0,0,0,0,267.4658036,0,0,0,0,0,1.533328386,0,0,0,0,0,2.199992901,100000,100000,1000000000,0,0,3.733321287,0,0,1.533328386,0,0,2.199992901,0,0,0,0,0,0,0,0,0,0,0,0,92917760,0,61227008,970752,37769216,2918703104,4851.984344,5776.114696,2654.191436,242.5325508,36884,11578.56264,528384,52604928,4634.251713,1766.660966,528384,0,385.7320887,7155712,856064,1572864,36913152,59200,52639,80.9264722,33562140,36,2408448,3.933320642,2362003456,5849088,5802.447944,16297984,10.33329999,0,normal
0,88.54166667,0,0,0,11.14583333,86.66666667,11.45833333,79.93095459,0.104166667,0,0.3125,0,26.19922031,103.9302404,8691472,9.066396851,992108544,2861285376,8.333085341,1950285824,11.14583333,8739442688,2282655744,3145.773048,1950285824,2693.519841,0,7502372864,99.89583333,0,1126328,1049997312,106.1301749,0,100.9303296,17.39948219,599,88.75,5401.305924,2707.786083,0,14556,0,0,0,0,0,2557.590553,0,0,114.3965956,0,0,0,0,0,0,0,0,2671.987148,0,0,0,0,0,2.133269847,0,0,0,0,0,5.199845253,100000,100000,1000000000,0,0,7.3331151,0,0,2.133269847,0,0,5.199845253,0,0,0,0,0,0,0,0,0,0,0,0,97259520,557056,25575424,1028096,83013632,2822537216,78.86431966,0,19.6660814,98.99705385,81068,23.33263895,323584,59080704,124.9296154,6.533138907,323584,0,0,7155712,64421888,1396736,18034688,61335,59096,86.74800028,33557321,79,2789376,0.399988096,2448494592,5849088,23.33263895,10174464,0,1,ddos
2,66.55816662,0,0.104159885,0,2.708157014,59.99609385,33.44183338,3762.741475,0.20831977,0,30.72716612,0,4049.721757,5719.740349,7794584,4.99965649,782131200,2062901248,5.666277356,2063765504,2.708157014,8049483776,2760413184,6850.595985,2063765504,5889.72867,0,6706622464,99.6810101,0,1036888,836861952,6148.110917,0,356.4421767,10.66593385,546,96.97285309,11229.62845,5339.89978,0,13645,0,0,0,0,0,86.52738832,0,0,79.59453133,0,0,0,0,0,0,0,0,166.1219196,0,0,0,0,0,1.133255471,0,0,0,0,0,1.133255471,100000,100000,1000000000,0,0,2.266510942,0,0,1.133255471,0,0,1.133255471,0,0,0,0,0,0,0,0,0,0,0,0,92872704,0,61227008,712704,1040384,2918703104,7402.624724,6720.07162,3564.688415,1059.327217,1016,15804.78077,434176,79343616,6283.634939,1729.347849,434176,0,976.9995403,7155712,241664,1470464,798720,59145,57657,83.42052896,33562140,0,65536,0.466634606,2434797568,5849088,9084.709153,11153408,0,0,normal
17,65.74628832,0,0,0,3.021620224,66.68403252,34.25371168,3677.404863,0.208387602,0,31.15394644,0,3953.013507,5461.359001,7925216,13.4036626,749920256,2059137024,8.002186624,1922940928,3.021620224,8028741632,2279100416,3234.483833,1922940928,6177.287965,0,6864805888,99.60927358,0,1051296,802422784,7729.112006,0,151.3080121,21.40584922,540,96.58765336,11799.49092,5622.202952,0,13927,0,0,0,0,0,2886.055291,0,0,183.1167039,0,0,0,0,0,0,0,0,3069.171995,0,0,0,0,0,2.934135096,0,0,0,0,0,6.268379522,100000,100000,1000000000,0,0,9.202514618,0,0,2.934135096,0,0,6.268379522,0,0,0,0,0,0,0,0,0,0,0,0,97775616,0,80883712,704512,12853248,2533908480,7100.406877,5122.666452,3378.923302,1793.290022,12552,13196.80607,466944,56655872,8019.658065,2868.783905,466944,0,898.6455579,7155712,7471104,1269760,5382144,62033,53273,90.04057353,33563833,12,49152,5.201421306,2281545728,5849088,8074.139619,10186752,0,0,normal
74,82.08333333,0,0,0,1.145833333,80,17.91666667,3006.813551,0.3125,0,16.77083333,0,2695.545481,3878.217478,7889168,16.26673998,752865280,2069790720,1.666674178,1971036160,1.145833333,8077058048,2335096832,12795.991,1971036160,1595.873859,0,6912184320,99.6875,0,1121960,811032576,4467.086798,0,595.6026842,17.93341415,543,98.54166667,2111.209515,515.3356558,0,13897,0,0,0,0,0,355.8016035,0,0,119.600539,0,0,0,0,0,0,0,0,475.4021425,0,0,0,0,0,1.200005408,0,0,0,0,0,2.266676882,100000,100000,1000000000,0,0,3.46668229,0,0,1.200005408,0,0,2.266676882,0,0,0,0,0,0,0,0,0,0,0,0,97124352,0,80883712,917504,4075520,2601299968,5189.290053,2729.545634,2248.343466,858.0705337,3980,8857.439918,376832,56934400,4590.287354,1485.540028,376832,0,466.6687698,7155712,81920,1376256,3993600,61926,53295,89.50152972,33563833,3,53248,2.266676882,2328203264,5849088,6127.894283,12550144,0.266667868,0,normal
36,62.1875,0,0.208333333,0,7.083333333,60,37.8125,2851.848491,0.3125,0,30.72916667,0,3044.51393,4594.17072,8076824,146.5323994,798031872,2013802496,166.8656032,2265686016,7.083333333,8094052352,2619428864,8649.678206,2265686016,63930.99255,0,7056199680,99.47916667,0,1343640,853422080,5619.764183,0,440.330527,313.3980026,556,92.39583333,122377.5534,58446.56083,0,13693,0,0,0,0,0,19384.00979,0,0,325.7979236,0,0,0,0,0,0,0,0,19709.80772,0,0,0,0,0,5.066634375,0,0,0,0,0,14.9999044,100000,100000,1000000000,0,0,20.06653878,0,0,5.066634375,0,0,14.9999044,0,0,0,0,0,0,0,0,0,0,0,0,91074560,0,61227008,708608,11640832,2918703104,10117.13552,5498.898287,2932.04798,674.1290369,11368,17235.22349,495616,52994048,5792.563082,2250.51899,495616,0,544.9965266,7155712,454656,1421312,11186176,59179,52225,89.74843315,33562140,11,49152,0.533329934,2619490304,5849088,11736.3252,7782400,0,0,normal
5,83.22916667,0,0,0,7.916666667,86.66666667,16.77083333,312.735364,0.104166667,0,8.854166667,0,291.268558,382.0691476,8699216,10.66673593,964816896,2914054144,10.00006493,2274263040,7.916666667,9052717056,2624946176,3033.35303,2274263040,7084.446002,0,7803883520,99.89583333,0,1159200,1023717376,393.6025558,0,98.53397315,20.66680086,608,91.97916667,9806.997013,2722.551012,0,14641,0,0,0,0,0,5740.77061,0,0,137.2008909,0,0,0,0,0,0,0,0,5877.971501,0,0,0,0,0,2.600016883,0,0,0,0,0,54.93369004,100000,100000,1000000000,0,0,57.53370692,0,0,2.600016883,0,0,54.93369004,0,0,0,0,0,0,0,0,0,0,0,0,96514048,192512,25575424,806912,109674496,3493625856,912.1392562,0,232.334842,128.0008312,107104,1051.740163,413696,59097088,420.1360614,59.8003883,413696,0,0,7155712,69201920,1409024,40280064,61570,59695,79.3447574,33557321,104,81920,0.400002597,2772008960,5849088,1051.740163,12783616,0,1,ddos
0,99.89583333,0,0,0,0,100,0.104166667,65.46881884,0,0,0.104166667,0,1.733390316,67.20220916,5453240,1.600052599,215236608,1019453440,0.933364016,594886656,0,4768829440,826343424,1057.168086,594886656,128.1375456,0,3972767744,100,0,781296,444805120,9.733653311,0,53.93510636,2.533416615,470,100,273.809001,145.6714554,0,11956,0,0,0,0,0,47.33488939,0,0,33.40109801,0,0,0,0,0,0,0,0,80.73598739,0,0,0,0,0,0.266675433,0,0,0,0,0,0.666688583,100000,100000,1000000000,0,0,0.933364016,0,0,0.266675433,0,0,0.666688583,0,0,0,0,0,0,0,0,0,0,0,0,105213952,14356480,80883712,1241088,492347392,2146951168,0,0,0,8.466945003,480808,0,16371712,55635968,12.13373221,4.600151222,16371712,306110464,0,7155712,77123584,3612672,94756864,88621,63056,44.00428878,33557962,469,25030656,0,944750592,5849088,0,47124480,0,0,normal
